Latitude,Longitude,Postcode,Region Type,Sector,Suburb,Type,﻿Name
-27.5485,135.446,5734,Very Remote,Gov,Oodnadatta,Combined,Oodnadatta Aboriginal School
-19.3045,146.812,4811,Outer Regional,Gov,Idalia,Primary,Oonoonba State School
-34.892,138.635,5070,Major Cities,Gov,Marden,Combined,Open Access College
-32.4941,137.784,5700,Outer Regional,Gov,Port Augusta,Combined,Open Access College - Port Augusta School of the Air Campus
-30.4325,152.692,2454,Outer Regional,Gov,Thora,Primary,Orama Public School
-34.0017,150.743,2570,Major Cities,Non-Gov,Oran Park,Combined,Oran Park Anglican College
-33.97246549,150.806438,2179,Major Cities,Non-Gov,Leppington,Combined,Leppington Anglican College
-33.99868496,150.7363749,2570,Major Cities,Gov,Oran Park,Secondary,Oran Park High School
-33.9973,150.735,2570,Major Cities,Gov,Oran Park,Primary,Oran Park Public School
-32.0438,115.893,6155,Major Cities,Non-Gov,Willetton,Primary,Orana Catholic Primary School
-32.2525,148.627,2830,Inner Regional,Gov,Dubbo,Primary,Orana Heights Public School
-35.327,149.06,2611,Major Cities,Non-Gov,Weston,Combined,Orana Steiner School
-33.2586,149.073,2800,Inner Regional,Non-Gov,Orange,Combined,Orange Anglican Grammar School
-33.2985,149.088,2800,Inner Regional,Non-Gov,Orange,Combined,Orange Christian School
-33.2821,149.114,2800,Inner Regional,Gov,Orange,Primary,Orange East Public School
-32.0358,116.011,6109,Major Cities,Gov,Orange Grove,Primary,Orange Grove Primary School
-33.8724,151.158,2040,Major Cities,Gov,Leichhardt,Primary,Orange Grove Public School
-33.2804,149.084,2800,Inner Regional,Gov,Orange,Secondary,Orange High School
-33.2863,149.097,2800,Inner Regional,Gov,Orange,Primary,Orange Public School
-30.2828,153.113,2450,Inner Regional,Gov,Coffs Harbour,Secondary,Orara High School
-30.289,153.013,2450,Inner Regional,Gov,Upper Orara,Primary,Orara Upper Public School
-37.70381177,148.466468,3888,Outer Regional,Gov,Orbost,Combined,Orbost Community College
-37.8402,145.147,3130,Major Cities,Gov,Blackburn South,Primary,Orchard Grove Primary School
-33.783,150.721,2748,Major Cities,Gov,Orchard Hills,Primary,Orchard Hills Public School
-38.05488,145.39466,3809,Major Cities,Gov,Officer,Primary,Orchard Park Primary School
-32.2352,115.815,6167,Major Cities,Gov,Orelia,Primary,Orelia Primary School
-42.5633,147.874,7190,Outer Regional,Gov,Orford,Primary,Orford Primary School
-24.2306,148.411,4722,Remote,Gov,Orion,Primary,Orion State School
-27.8,153.277,4209,Major Cities,Gov,Pimpama,Primary,Ormeau State School
-27.7707,153.264,4208,Major Cities,Gov,Ormeau,Secondary,Ormeau Woods State High School
-27.5152,153.248,4160,Major Cities,Non-Gov,Ormiston,Combined,Ormiston College
-27.5165,153.258,4160,Major Cities,Gov,Ormiston,Primary,Ormiston State School
-37.907,145.034,3204,Major Cities,Gov,Ormond,Primary,Ormond Primary School
-32.7285,138.612,5431,Outer Regional,Gov,Orroroo,Combined,Orroroo Area School
-36.4104,145.441,3631,Inner Regional,Gov,Orrvale,Primary,Orrvale Primary School
"-38.257, -31.8995","145.04, 115.825","3934, 6017",Major Cities,Gov,"Mount Martha, Osborne Park",Primary,Osborne Primary School
-19.7005,147.347,4806,Outer Regional,Gov,Osborne,Primary,Osborne State School
-36.3172,146.893,3691,Inner Regional,Gov,Osbornes Flat,Primary,Osbornes Flat Primary School
-37.5844,144.9,3064,Major Cities,Non-Gov,Craigieburn,Primary,Oscar Romero Catholic Primary School
-35.1254,138.48,5166,Major Cities,Gov,O'Sullivan Beach,Primary,O'Sullivan Beach Primary School
-34.2122,151.002,2508,Inner Regional,Gov,Otford,Primary,Otford Public School
-37.8203,145.1,3127,Major Cities,Non-Gov,Surrey Hills,Primary,Our Holy Redeemer School
"-34.1005, -33.73931665","150.7876028, 151.0671874","2560, 2120",Major Cities,Non-Gov,"Rosemeadow, Pennant Hills",Primary,Our Lady Help of Christians Catholic Primary School
-28.82052388,153.2902507,2480,Inner Regional,Non-Gov,East Lismore,Primary,Our Lady Help of Christians Primary School
"-37.7763, -37.7161, -37.5254, -36.6227, -38.3852, -16.943, -27.4209","144.978, 145.148, 143.826, 142.474, 142.52, 145.737, 153.067","3057, 3095, 3355, 3390, 3280, 4870, 4011","Major Cities, Inner Regional, Outer Regional, Inner Regional, Outer Regional, Major Cities",Non-Gov,"Brunswick East, Eltham, Wendouree, Murtoa, Warrnambool, Earlville, Hendra",Primary,Our Lady Help of Christians School
-33.7946,151.184,2067,Major Cities,Non-Gov,Chatswood,Primary,Our Lady of Dolours Catholic Primary School
-27.4144,152.975,4053,Major Cities,Non-Gov,Mitchelton,Primary,Our Lady of Dolours School
"-33.9421, -34.0457","151.104, 151.122","2208, 2229",Major Cities,Non-Gov,"Kingsgrove, Caringbah",Primary,Our Lady of Fatima Catholic Primary School
-27.5793,153.024,4110,Major Cities,Non-Gov,Acacia Ridge,Primary,Our Lady of Fatima Primary School
"-38.3713, -32.0388","144.898, 115.787","3939, 6157",Major Cities,Non-Gov,"Rosebud, Palmyra",Primary,Our Lady of Fatima School
-33.7602,151.221,2087,Major Cities,Non-Gov,Forestville,Primary,Our Lady of Good Counsel Catholic Primary School
"-31.881, -37.811, -27.5582","115.778, 145.063, 152.272","6018, 3103, 4343","Major Cities, Inner Regional",Non-Gov,"Karrinyup, Deepdene, Gatton",Primary,Our Lady of Good Counsel School
"-31.8635, -34.984","115.759, 138.533","6020, 5044",Major Cities,Non-Gov,"North Beach, Glengowrie",Primary,Our Lady of Grace School
-34.7694,138.72,5125,Major Cities,Non-Gov,Greenwith,Primary,Our Lady of Hope School
-34.9069,138.538,5025,Major Cities,Non-Gov,Flinders Park,Special,Our Lady of La Vang School
-33.927,151.127,2206,Major Cities,Non-Gov,Earlwood,Primary,Our Lady of Lourdes Catholic Primary School
"-41.1802, -18.6536","146.355, 146.159","7310, 4850",Outer Regional,Non-Gov,"Devonport, Ingham",Primary,Our Lady of Lourdes Catholic School
"-27.5812, -27.5572, -32.8092, -33.7669, -33.7787","153.062, 151.933, 151.662, 150.998, 150.932","4109, 4350, 2322, 2153, 2147","Major Cities, Inner Regional, Major Cities, Major Cities, Major Cities",Non-Gov,"Sunnybank, Toowoomba, Tarro, Baulkham Hills South, Seven Hills",Primary,Our Lady of Lourdes Primary School
"-37.8527, -37.849, -31.8878, -33.3978","145.009, 145.266, 115.849, 115.755","3181, 3153, 6061, 6236","Major Cities, Inner Regional",Non-Gov,"Prahran, Bayswater, Nollamara, Dardanup",Primary,Our Lady of Lourdes School
-34.0543,151.135,2230,Major Cities,Non-Gov,Cronulla,Secondary,Our Lady of Mercy Catholic College Burraneer
-41.5252,146.65,7304,Outer Regional,Non-Gov,Deloraine,Primary,Our Lady of Mercy Catholic School
"-37.7579, -33.26904","145.068, 115.74823","3084, 6233","Major Cities, Inner Regional",Non-Gov,"Heidelberg, Australind",Secondary,Our Lady of Mercy College
-33.8083,151.003,2150,Major Cities,Non-Gov,Parramatta,Secondary,Our Lady of Mercy College Parramatta
-31.8371,115.839,6064,Major Cities,Non-Gov,Girrawheen,Primary,Our Lady of Mercy Primary School
-33.8989,151.2058132,2017,Major Cities,Non-Gov,Waterloo,Primary,Our Lady of Mount Carmel Catholic Primary School
-33.8122,150.97,2145,Major Cities,Non-Gov,Wentworthville,Primary,Our Lady of Mount Carmel Primary School
"-28.5389, -32.0728, -37.58, -27.5028","115.517, 115.789, 144.736, 153.063","6630, 6163, 3429, 4151","Remote, Major Cities, Major Cities, Major Cities",Non-Gov,"Mullewa, Hilton, Sunbury, Coorparoo",Primary,Our Lady of Mount Carmel School
-33.8936,150.899,2177,Major Cities,Non-Gov,Bonnyrigg,Primary,Our Lady of Mt Carmel Catholic Primary School Mount Pritchard
-37.8164,145.232,3134,Major Cities,Non-Gov,Ringwood,Primary,Our Lady of Perpetual Help School
-33.761,151.13,2073,Major Cities,Non-Gov,West Pymble,Primary,Our Lady of Perpetual Succour Catholic Primary School
-37.8301,145.111,3127,Major Cities,Non-Gov,Surrey Hills,Primary,Our Lady of Perpetual Succour School
-37.8184,145.13,3128,Major Cities,Non-Gov,Box Hill,Secondary,Our Lady of Sion College
-33.684,150.933,2155,Major Cities,Non-Gov,Kellyville,Primary,Our Lady of the Angels Primary School
-27.3936,153.04,4012,Major Cities,Non-Gov,Wavell Heights,Primary,Our Lady of the Angels' School
-33.8597,151.088,2137,Major Cities,Non-Gov,North Strathfield,Primary,Our Lady of the Assumption Catholic Primary School
"-27.4169, -37.9655","152.991, 145.06","4051, 3192",Major Cities,Non-Gov,"Enoggera, Cheltenham",Primary,Our Lady of the Assumption School
-33.5986,115.09,6281,Inner Regional,Non-Gov,Dunsborough,Primary,Our Lady of the Cape Primary School
-37.7895,144.836,3020,Major Cities,Non-Gov,Sunshine,Primary,Our Lady of the Immaculate Conception School
-33.7197,150.44,2783,Major Cities,Non-Gov,Lawson,Primary,Our Lady of The Nativity Primary School
-37.7562,144.896,3040,Major Cities,Non-Gov,Aberfeldie,Primary,Our Lady of the Nativity School
-37.7744,145.177,3111,Major Cities,Non-Gov,Donvale,Primary,Our Lady of the Pines School
-34.2836,140.598,5343,Outer Regional,Non-Gov,Berri,Primary,Our Lady of the River School
-37.2505,144.462,3444,Inner Regional,Non-Gov,Kyneton,Primary,Our Lady of the Rosary
"-33.7137, -33.3699, -33.4127, -33.9122, -33.8728","151.104, 151.477, 151.351, 151.221, 150.959","2077, 2261, 2250, 2033, 2165",Major Cities,Non-Gov,"Waitara, Shelly Beach, Wyoming, Kensington, Fairfield",Primary,Our Lady of the Rosary Catholic Primary School
"-33.7068, -33.7727","150.955, 150.7719204","2155, 2760",Major Cities,Non-Gov,"Kellyville, St Marys",Primary,Our Lady of The Rosary Primary School
"-27.5109, -26.7974","152.937, 153.143","4069, 4551",Major Cities,Non-Gov,"Kenmore, Caloundra",Primary,Our Lady of the Rosary School
-23.7075,133.877,0870,Remote,Non-Gov,Alice Springs,Combined,Our Lady of the Sacred Heart Catholic College
-23.6966,133.882,0870,Remote,Non-Gov,Alice Springs,Primary,Our Lady of the Sacred Heart College - Bath Street Campus
-23.7035,133.896,0870,Remote,Non-Gov,Alice Springs,Secondary,Our Lady of the Sacred Heart College - Sadadeen Road Campus
"-33.9157, -24.1174, -27.5681","151.242, 148.093, 152.952","2031, 4722, 4076","Major Cities, Remote, Major Cities",Non-Gov,"Randwick, Springsure, Darra",Primary,Our Lady of the Sacred Heart Catholic Primary School
"-37.9257, -34.873, -33.9127","145.04, 138.604, 151.22","3204, 5085, 2033",Major Cities,Non-Gov,"Bentleigh, Enfield, Kensington",Secondary,Our Lady of the Sacred Heart College
-36.493,144.616,3558,Inner Regional,Non-Gov,Elmore,Primary,Our Lady of the Sacred Heart Primary
-34.1667,142.054,3505,Outer Regional,Non-Gov,Merbein,Primary,Our Lady of the Sacred Heart School
-10.583028,142.216,4875,Very Remote,Non-Gov,Thursday Island,Primary,Our Lady of the Sacred Heart School Waiben
-10.5494,142.21,4875,Very Remote,Non-Gov,Hammond Island,Primary,Our Lady of the Sacred Heart School Waiben - Hammond Island Campus
-14.2404,129.521,0822,Remote,Non-Gov,Wadeye,Combined,Our Lady of the Sacred Heart Thamarrurr Catholic College
-37.8758,144.606,3024,Major Cities,Non-Gov,Wyndham Vale,Primary,Our Lady of the Southern Cross
-27.1711,151.268,4405,Inner Regional,Non-Gov,Dalby,Combined,Our Lady of the Southern Cross College
-34.8054,138.5,5017,Major Cities,Non-Gov,Taperoo,Primary,Our Lady of the Visitation School
-37.4242932,144.9998607,3756,Major Cities,Non-Gov,Wallan,Primary,Our Lady of the Way Catholic Primary School
-33.7555,150.656,2750,Major Cities,Non-Gov,Emu Plains,Primary,Our Lady of The Way Primary School
"-27.2664, -37.7153","152.979, 145.036","4502, 3083",Major Cities,Non-Gov,"Petrie, Reservoir East",Primary,Our Lady of the Way School
-32.8885,151.694,2307,Major Cities,Non-Gov,Shortland,Primary,Our Lady of Victories Primary School
-33.8263,151.127,2111,Major Cities,Non-Gov,Gladesville,Primary,Our Lady Queen of Peace Catholic Primary School
-33.8198,150.954,2145,Major Cities,Non-Gov,Greystanes,Primary,Our Lady Queen of Peace Primary School
-34.881,138.521,5014,Major Cities,Non-Gov,Albert Park,Primary,Our Lady Queen of Peace School
"-33.8745, -38.4634, -33.436","121.888, 145.251, 151.413687","6450, 3922, 2260","Remote, Inner Regional, Major Cities",Non-Gov,"Esperance, Cowes, Terrigal",Primary,"Our Lady Star of the Sea Catholic Primary School, Our Lady Star of The Sea Catholic Primary School"
-34.0329,151.104,2228,Major Cities,Non-Gov,Miranda,Primary,Our Lady Star of the Sea Catholic Primary School Miranda
-38.2608,144.54,3226,Inner Regional,Non-Gov,Ocean Grove,Primary,Our Lady Star of the Sea School
-31.8969,115.873,6059,Major Cities,Non-Gov,Dianella,Primary,Our Lady's Assumption School
-23.4393,144.251,4730,Very Remote,Non-Gov,Longreach,Primary,Our Lady's Catholic Primary School
-27.5158,153.032,4103,Major Cities,Non-Gov,Annerley,Secondary,Our Lady's College
"-37.5986, -36.3722","144.931, 146.321","3064, 3677","Major Cities, Inner Regional",Non-Gov,"Craigieburn, Wangaratta",Primary,Our Lady's School
-35.0739,138.589,5159,Major Cities,Non-Gov,Aberfoyle Park,Primary,Our Saviour Lutheran School Happy Valley Incorporated
-33.3549,151.368,2258,Major Cities,Gov,Ourimbah,Primary,Ourimbah Public School
-36.8042,147.226,3699,Outer Regional,Gov,Bogong,Combined,Outdoor School
-36.6726,146.262,3675,Inner Regional,Gov,Greta South,Combined,Outdoor School-Fifteen Mile Creek Campus
-35.0646,142.323,3490,Outer Regional,Gov,Ouyen,Combined,Ouyen P-12 College
-37.7066,144.823,3036,Major Cities,Non-Gov,Keilor,Combined,Overnewton Anglican Community College - Yirramboi Campus
-37.6903,144.773,3038,Major Cities,Non-Gov,Taylors Lakes,Combined,Overnewton Anglican Community College - Canowindra Campus
-38.1605,145.127,3199,Major Cities,Gov,Frankston,Primary,Overport Primary School
-34.2717,138.543,5460,Inner Regional,Gov,Owen,Primary,Owen Primary School
-27.8996,153.304,4210,Major Cities,Gov,Oxenford,Primary,Oxenford State School
-33.7382,151.246,2100,Major Cities,Non-Gov,Oxford Falls,Combined,Oxford Falls Grammar School
-37.7629,145.304,3116,Major Cities,Non-Gov,Chirnside Park,Combined,Oxley Christian College
-34.4981,150.392,2576,Inner Regional,Non-Gov,Burradoo,Combined,Oxley College
-31.0779,150.939,2340,Inner Regional,Gov,North Tamworth,Secondary,Oxley High School
-33.7715,150.789,2760,Major Cities,Gov,St Marys,Primary,Oxley Park Public School
-36.4416,146.361,3678,Inner Regional,Gov,Oxley,Primary,Oxley Primary School
-27.564,152.981,4075,Major Cities,Gov,Oxley,Primary,Oxley State School
-31.0588,150.895,2340,Inner Regional,Gov,Tamworth,Primary,Oxley Vale Public School
-34.0078,151.081,2225,Major Cities,Gov,Oyster Bay,Primary,Oyster Bay Public School
-37.8105641,144.9685965,3000,Major Cities,Non-Gov,Melbourne,Secondary,Ozford College
-37.81057734,144.9686067,3000,Major Cities,Non-Gov,Melbourne,Secondary,Ozford College - Ozford College Campus
-33.6213,151.147,2081,Major Cities,Non-Gov,Berowra,Primary,Pacific Berowra Christian School
-32.2611,150.891,2333,Inner Regional,Non-Gov,Muswellbrook,Combined,Pacific Brook Christian School
-28.1965,153.521,2486,Major Cities,Non-Gov,Tweed Heads South,Combined,Pacific Coast Christian School
-28.19653969,153.5214405,2486,Major Cities,Non-Gov,Tweed Heads South,Secondary,Pacific Online Christian School
-28.19652078,153.5214512,2486,Major Cities,Non-Gov,Tweed Heads South,Special,Pacific Gulgangali Jarjums Christian School
-33.6967,151.036,2158,Major Cities,Non-Gov,Dural,Combined,Pacific Hills Christian School
-28.1976,153.521,2486,Major Cities,Non-Gov,Tweed Heads South,Special,Pacific Hope Christian School
-26.7571,153.107,4551,Major Cities,Non-Gov,Meridan Plains,Combined,Pacific Lutheran College
-32.341,152.539,2428,Inner Regional,Gov,Boomerang Beach,Primary,Pacific Palms Public School
-26.6142,153.079,4564,Major Cities,Gov,Pacific Paradise,Primary,Pacific Paradise State School
-27.9431,153.321,4211,Major Cities,Gov,Pacific Pines,Secondary,Pacific Pines State High School
-27.9397,153.32,4211,Major Cities,Gov,Pacific Pines,Primary,Pacific Pines State School
-29.4618,153.218,2463,Inner Regional,Non-Gov,Townsend,Combined,Pacific Valley Christian School
-31.8161,115.767,6025,Major Cities,Non-Gov,Padbury,Primary,Padbury Catholic Primary School
-31.805,115.761,6025,Major Cities,Gov,Padbury,Primary,Padbury Primary School
-33.8876,151.23,2021,Major Cities,Gov,Paddington,Primary,Paddington Public School
-33.9665,151.03,2211,Major Cities,Gov,Padstow,Primary,Padstow Heights Public School
-33.9453,151.031,2211,Major Cities,Gov,Padstow,Primary,Padstow North Public School
-33.955,151.031,2211,Major Cities,Gov,Padstow,Primary,Padstow Park Public School
-36.5931,140.497,5271,Outer Regional,Gov,Padthaway,Primary,Padthaway Primary School
"-27.4074, -38.2183","153.025, 145.072","4031, 3931",Major Cities,Non-Gov,"Kedron, Mornington","Combined, Secondary",Padua College
-38.373,144.907,3939,Major Cities,Non-Gov,Rosebud,Secondary,Padua College - Rosebud Campus
-38.2675,145.19,3913,Major Cities,Non-Gov,Tyabb,Secondary,Padua College - Tyabb campus
-33.9422,151.214,2019,Major Cities,Gov,Botany,Primary,Pagewood Public School
-38.0654,145.465,3810,Major Cities,Gov,Pakenham,Primary,Pakenham Consolidated School
-38.0609,145.496,3810,Major Cities,Gov,Pakenham,Primary,Pakenham Hills Primary School
-38.068,145.439,3810,Major Cities,Gov,Pakenham,Primary,Pakenham Lakeside Primary School
-38.0642,145.511,3810,Major Cities,Gov,Pakenham,Primary,Pakenham Primary School
-38.0691,145.471,3810,Major Cities,Gov,Pakenham,Secondary,Pakenham Secondary College
-38.0845,145.47,3810,Major Cities,Gov,Pakenham,Primary,Pakenham Springs Primary School
-33.8879,150.944,2166,Major Cities,Non-Gov,Canley Vale,Combined,Pal Buddhist School
-33.845,142.013,2648,Remote,Gov,Ellerslie,Primary,Palinyewah Public School
-29.4739,150.141,2399,Outer Regional,Gov,Pallamallawa,Primary,Pallamallawa Public School
-27.629862,152.9938,4110,Major Cities,Gov,Pallara,Primary,Pallara State School
-33.8004,150.987,2145,Major Cities,Gov,Westmead,Special,Palm Avenue School
-28.1104,153.463,4221,Major Cities,Gov,Palm Beach,Primary,Palm Beach State School
-28.1317,153.474,4221,Major Cities,Gov,Palm Beach,Secondary,Palm Beach-Currumbin State High School
-34.8544,139.161,5237,Inner Regional,Gov,Palmer,Primary,Palmer Primary School
-29.4196,153.288,2463,Inner Regional,Gov,Palmers Island,Primary,Palmers Island Public School
-12.4906,130.965,0830,Outer Regional,Non-Gov,Marlow Lagoon,Combined,Palmerston Christian College
-12.4949,130.972,0830,Outer Regional,Gov,Driver,Secondary,Palmerston College
-35.1975,149.12,2913,Major Cities,Gov,Palmerston,Primary,Palmerston District Primary School
-26.742227,153.071123,4553,Major Cities,Gov,Palmview,Primary,Palmview State Primary School
-26.73935014,153.0689758,4553,Major Cities,Gov,Palmview,Secondary,Palmview State Secondary College
-26.742227,153.071123,4553,Major Cities,Gov,Palmview,Special,Palmview State Special School
-26.6933,152.947,4555,Major Cities,Gov,Palmwoods,Primary,Palmwoods State School
-32.0456,115.785,6157,Major Cities,Gov,Palmyra,Primary,Palmyra Primary School
-36.93456,149.89018,2549,Outer Regional,Non-Gov,Pambula,Special,Pambula Beach Flexible School
-36.9259,149.872,2549,Outer Regional,Gov,Pambula,Primary,Pambula Public School
-33.9445,151,2213,Major Cities,Gov,Panania,Primary,Panania North Public School
-33.966,150.999,2213,Major Cities,Gov,Panania,Primary,Panania Public School
-38.3294,142.733,3265,Inner Regional,Gov,Panmure,Primary,Panmure Primary School
-21.6366,116.324,6716,Very Remote,Gov,Pannawonica,Combined,Pannawonica School
-37.6415,145.24,3759,Major Cities,Gov,Panton Hill,Primary,Panton Hill Primary School
-23.2028,131.91,0872,Very Remote,Gov,Papunya,Combined,Papunya School
-34.7993,138.651,5096,Major Cities,Gov,Para Hills West,Secondary,Para Hills High School
-34.8124,138.653,5096,Major Cities,Gov,Para Hills,Primary,Para Hills School
-34.8007,138.653,5096,Major Cities,Gov,Para Hills West,Primary,Para Hills West Primary School
-34.4112,150.889,2500,Major Cities,Gov,North Wollongong,Special,Para Meadows School
-34.8302,138.663,5093,Major Cities,Gov,Para Vista,Primary,Para Vista Primary School
-23.1976,117.673,6754,Very Remote,Gov,Paraburdoo,Primary,Paraburdoo Primary School
-34.8517,138.782,5132,Inner Regional,Gov,Paracombe,Primary,Paracombe Primary and Preschool
-37.6902,145.067,3083,Major Cities,Non-Gov,Bundoora,Secondary,Parade College
-37.744,145.005,3072,Major Cities,Non-Gov,Preston,Secondary,Parade College - Preston Campus
-34.8708,138.685,5075,Major Cities,Gov,Paradise,Primary,Paradise Primary School
-34.786,138.619,5107,Major Cities,Gov,Parafield Gardens,Secondary,Parafield Gardens High School
-34.7852,138.616,5107,Major Cities,Gov,Parafield Gardens,Primary,Parafield Gardens Primary School
-34.7528,138.621,5108,Major Cities,Gov,Paralowie,Combined,Paralowie School
-12.4298,130.844,0820,Outer Regional,Gov,Parap,Primary,Parap Primary School
-35.0025,138.526,5048,Major Cities,Gov,North Brighton,Primary,Paringa Park Primary School
-23.3595,150.507,4701,Inner Regional,Gov,Park Avenue,Primary,Park Avenue State School
-27.9366,153.303,4211,Major Cities,Gov,Pacific Pines,Primary,Park Lake State School
-37.7797,145.216,3114,Major Cities,Gov,Park Orchards,Primary,Park Orchards Primary School
-37.9184,145.262,3178,Major Cities,Gov,Rowville,Primary,Park Ridge Primary School
-27.7007,153.034,4125,Major Cities,Gov,Park Ridge,Secondary,Park Ridge State High School
-27.7021,153.039,4125,Major Cities,Gov,Park Ridge,Primary,Park Ridge State School
-37.9927,145.083,3195,Major Cities,Gov,Parkdale,Primary,Parkdale Primary School
-37.9896,145.094,3195,Major Cities,Gov,Mordialloc,Secondary,Parkdale Secondary College
-25.5881,152.669,4650,Inner Regional,Gov,Tinana South,Primary,Parke State School
-31.8833,116.133,6081,Major Cities,Gov,Parkerville,Primary,Parkerville Primary School
-33.1211,148.152,2870,Outer Regional,Non-Gov,Parkes,Combined,Parkes Christian School
-33.1361,148.19,2870,Outer Regional,Gov,Parkes,Primary,Parkes East Public School
-33.1388,148.18,2870,Outer Regional,Gov,Parkes,Secondary,Parkes High School
-33.1323,148.176,2870,Outer Regional,Gov,Parkes,Primary,Parkes Public School
-33.2657,115.726,6233,Inner Regional,Gov,Australind,Primary,Parkfield Primary School
-37.8629,145.107,3147,Major Cities,Gov,Ashwood,Primary,Parkhill Primary School
-23.2954,150.514,4702,Inner Regional,Gov,Parkhurst,Primary,Parkhurst State School
-27.7152,153.037,4125,Major Cities,Non-Gov,Park Ridge,Combined,Parklands Christian College
-41.0791,145.902,7320,Outer Regional,Gov,Romaine,Secondary,Parklands High School
-35.0048,117.861,6330,Outer Regional,Non-Gov,Albany,Primary,Parklands School
-33.7259,150.935,2768,Major Cities,Gov,Glenwood,Primary,Parklea Public School
-37.8436,145.176,3131,Major Cities,Gov,Forest Hill,Primary,Parkmore Primary School
-34.9447,138.62,5063,Major Cities,Gov,Parkside,Primary,Parkside Primary School
-37.9873,145.088,3195,Major Cities,Gov,Parkdale,Primary,Parktone Primary School
-34.5618,146.396,2705,Outer Regional,Gov,Leeton,Primary,Parkview Public School
-37.7788,144.943,3052,Major Cities,Gov,Parkville,Special,Parkville College
-37.1901,144.392,3446,Inner Regional,Gov,Malmsbury,Special,Parkville College - Malmsbury Campus
-37.7732,144.924,3032,Major Cities,Gov,Ascot Vale,Special,Parkville College-Ascot Vale Secure Welfare Campus
-37.95142869,144.5663974,3211,Inner Regional,Gov,Little River,Special,Parkville College-Cherry Creek Campus
-37.7699,144.89,3032,Major Cities,Gov,Maribyrnong,Special,Parkville College-Maribyrnong Secure Welfare Campus
-37.6992,144.744,3037,Major Cities,Gov,Hillside,Primary,Parkwood Green Primary School
-32.0424,115.916,6147,Major Cities,Gov,Parkwood,Primary,Parkwood Primary School
-22.818,122.597,6753,Very Remote,Non-Gov,Newman,Combined,Parnngurr Community School
-33.8061,151.018,2150,Major Cities,Gov,Parramatta,Primary,Parramatta East Public School
-33.8179,150.996,2150,Major Cities,Gov,Parramatta,Secondary,Parramatta High School
-33.80569881,150.9853732,2145,Major Cities,Non-Gov,Westmead,Secondary,Parramatta Marist High School
-33.8041,151.005,2151,Major Cities,Gov,North Parramatta,Primary,Parramatta North Public School
-33.81637,151.00774,2150,Major Cities,Gov,Parramatta,Primary,Parramatta Public School
-16.9251,145.763,4870,Outer Regional,Gov,Parramatta Park,Primary,Parramatta State School
-33.8245,150.991,2150,Major Cities,Gov,Parramatta,Primary,Parramatta West Public School
-31.10654505,150.9212644,2340,Inner Regional,Gov,West Tamworth,Special,Parry School
-37.7177,144.935,3044,Major Cities,Gov,Pascoe Vale,Secondary,Pascoe Vale Girls Secondary College
-37.7205,144.944,3044,Major Cities,Gov,Pascoe Vale,Primary,Pascoe Vale North Primary School
-37.7312,144.938,3044,Major Cities,Gov,Pascoe Vale,Primary,Pascoe Vale Primary School
-37.7457,144.936,3044,Major Cities,Gov,Pascoe Vale South,Primary,Pascoe Vale South Primary School
-34.0272,150.852,2566,Major Cities,Gov,Minto,Special,Passfield Park School
-32.6023,151.612,2421,Inner Regional,Gov,Paterson,Primary,Paterson Public School
-33.7754,150.91,2148,Major Cities,Non-Gov,Blacktown,Secondary,Patrician Brothers' College Blacktown
-33.8721,150.964,2165,Major Cities,Non-Gov,Fairfield,Secondary,Patrician Brothers' College Fairfield
-27.411,152.568,4311,Inner Regional,Gov,Patrick Estate,Primary,Patrick Estate State School
-27.3932,152.935,4055,Major Cities,Gov,Ferny Hills,Primary,Patricks Road State School
-38.0698,145.145,3197,Major Cities,Gov,Patterson Lakes,Primary,Patterson Lakes Primary School
-38.0833,145.135,3198,Major Cities,Gov,Seaford,Secondary,Patterson River Secondary College
-32.901,151.285,2325,Inner Regional,Gov,Paxton,Primary,Paxton Public School
-27.4494,152.951,4061,Major Cities,Gov,The Gap,Primary,Payne Road State School
-37.9113,147.715,3880,Outer Regional,Gov,Paynesville,Primary,Paynesville Primary School
-16.8803,145.691,4870,Outer Regional,Non-Gov,Kamerunga,Combined,Peace Lutheran College
-27.5574,152.275,4343,Inner Regional,Non-Gov,Gatton,Primary,Peace Lutheran Primary School
-26.8435,152.882,4519,Inner Regional,Gov,Peachester,Primary,Peachester State School
-27.7798,152.731,4306,Inner Regional,Gov,Peak Crossing,Primary,Peak Crossing State School
-32.7289,148.192,2869,Outer Regional,Gov,Peak Hill,Combined,Peak Hill Central School
-33.9556,151.062,2210,Major Cities,Gov,Peakhurst,Primary,Peakhurst Public School
-33.9729,151.056,2210,Major Cities,Gov,Peakhurst,Primary,Peakhurst South Public School
-33.9623,151.049,2210,Major Cities,Gov,Peakhurst,Primary,Peakhurst West Public School
-38.203,145.232,3912,Major Cities,Gov,Pearcedale,Primary,Pearcedale Primary School
-38.2032,145.231,3912,Major Cities,Gov,Pearcedale,Primary,Pearcedale Primary School-Pearcedale Deaf Facility
-31.7802,115.815,6065,Major Cities,Gov,Pearsall,Primary,Pearsall Primary School
-33.3258,151.233,2250,Inner Regional,Gov,Peats Ridge,Primary,Peats Ridge Public School
-34.7947,138.693,5125,Major Cities,Non-Gov,Golden Grove,Combined,Pedare Christian College
-31.0998,150.893,2340,Inner Regional,Gov,Tamworth,Secondary,Peel High School
-32.3576,115.767,6172,Major Cities,Gov,Port Kennedy,Special,Peel Language Development School
