Latitude,Longitude,Postcode,Region Type,Sector,Suburb,Type,﻿Name
-27.9277,153.36,4214,Major Cities,Non-Gov,Arundel,Combined,A B Paterson College
-33.67679,151.18715,2084,Major Cities,Non-Gov,Duffys Forest,Primary,A.G.B.U. Alexander Primary School
-37.8091,144.999,3067,Major Cities,Gov,Abbotsford,Primary,Abbotsford Primary School
-33.8527,151.131,2046,Major Cities,Gov,Abbotsford,Primary,Abbotsford Public School
-33.7199,151.111,2076,Major Cities,Non-Gov,Wahroonga,Combined,Abbotsleigh
-33.7162,151.113,2076,Major Cities,Non-Gov,Wahroonga,Primary,Abbotsleigh Junior School
-25.136,151.127,4627,Outer Regional,Gov,Abercorn,Primary,Abercorn State School
-32.1661,150.888,2336,Inner Regional,Gov,Aberdeen,Primary,Aberdeen Public School
-37.7566,144.896,3040,Major Cities,Gov,Essendon,Primary,Aberfeldie Primary School
-35.0781,138.595,5159,Major Cities,Gov,Aberfoyle Park,Primary,Aberfoyle Hub Primary School
-35.0732,138.595,5159,Major Cities,Gov,Aberfoyle Park,Secondary,Aberfoyle Park High School
-18.4748,145.884,4850,Remote,Gov,Abergowrie,Primary,Abergowrie State School
-32.8089,151.426,2326,Major Cities,Gov,Abermain,Primary,Abermain Public School
-27.5812,153.026,4110,Major Cities,Non-Gov,Acacia Ridge,Combined,Aboriginal & Islander Independent Community School
-23.7007,133.898,0871,Remote,Gov,Sadadeen,Special,Acacia Hill School
-27.5796,153.016,4110,Major Cities,Gov,Acacia Ridge,Primary,Acacia Ridge State School
-37.8037,144.974,3065,Major Cities,Non-Gov,Fitzroy,Secondary,Academy of Mary Immaculate
-33.3593,115.634,6230,Inner Regional,Gov,South Bunbury,Primary,Adam Road Primary School
-35.9933,148.777,2629,Outer Regional,Gov,Adaminaby,Primary,Adaminaby Public School
-32.9322,151.731,2289,Major Cities,Gov,Adamstown,Primary,Adamstown Public School
-37.8839,145.008,3185,Major Cities,Non-Gov,Elsternwick,Combined,Adass Israel School
-37.8769,144.998,3185,Major Cities,Non-Gov,Elsternwick,Combined,Adass Israel School - Glen Eira Road Campus
-37.8835,145.006,3185,Major Cities,Non-Gov,Elsternwick,Combined,Adass Israel School - Orrong Road Campus
-34.91691,138.60659,5000,Major Cities,Gov,Adelaide,Secondary,Adelaide Botanic High School
-34.873,138.673,5074,Major Cities,Gov,Campbelltown,Special,Adelaide East Education Centre
-34.9257,138.587,5000,Major Cities,Gov,Adelaide,Secondary,Adelaide High School
-34.923,138.604,5000,Major Cities,Non-Gov,Adelaide,Secondary,Adelaide International School
-34.6636,138.68494,5115,Major Cities,Gov,Munno Para West,Special,Adelaide North Special School
-13.2371,131.109,0846,Remote,Gov,Adelaide River,Combined,Adelaide River School
-34.8864,138.566,5008,Major Cities,Gov,West Croydon,Secondary,Adelaide Secondary School of English
-34.8012,138.494,5017,Major Cities,Gov,Taperoo,Special,Adelaide West Special Education Centre
-35.3123,148.063,2729,Inner Regional,Gov,Adelong,Primary,Adelong Public School
-38.3827,144.885,3940,Major Cities,Non-Gov,Rosebud West,Special,Advance College of Education Incorporated
-38.2973,145.185,3915,Major Cities,Non-Gov,Hastings,Special,Advance College of Education Incorporated - Hastings Hub
-38.2329,145.036,3931,Major Cities,Non-Gov,Mornington,Special,Advance College of Education Incorporated - Mornington Campus
-28.4591,153.27,2484,Inner Regional,Non-Gov,Terragon,Combined,Aetaomah School
-24.214,151.911,4677,Outer Regional,Gov,Agnes Water,Primary,Agnes Water State School
-37.7938,145.264,3136,Major Cities,Gov,Croydon,Primary,Ainslie Parklands Primary School
-35.2737,149.14,2612,Major Cities,Gov,Braddon,Primary,Ainslie School
-37.72345,144.665973,3336,Major Cities,Gov,Aintree,Primary,Aintree Primary School
-33.2005,137.99,5540,Outer Regional,Gov,Port Pirie,Primary,Airdale Primary School
-34.0869,150.827,2560,Major Cities,Gov,Campbelltown,Secondary,Airds High School
-38.4574,144.11,3231,Inner Regional,Gov,Aireys Inlet,Primary,Aireys Inlet Primary School
-38.0257,147.114,3851,Inner Regional,Gov,Airly,Primary,Airly Primary School
-19.6552,147.348,4807,Outer Regional,Gov,Airville,Primary,Airville State School
-37.6274,144.888,3059,Major Cities,Non-Gov,Greenvale,Combined,Aitken College
-37.582,144.906,3064,Major Cities,Gov,Craigieburn,Primary,Aitken Creek Primary School
-37.6022,144.907,3064,Major Cities,Gov,Craigieburn,Primary,Aitken Hill Primary School
-19.2965,146.763,4814,Outer Regional,Gov,Aitkenvale,Primary,Aitkenvale State School
-33.9695,150.878,2167,Major Cities,Gov,Glenfield,Special,Ajuga School
-33.93010482,150.9209231,2170,Major Cities,Non-Gov,Liverpool,Combined,Al Amanah College
-33.9172,151.028,2200,Major Cities,Non-Gov,Bankstown,Primary,"Al Amanah College, Bankstown campus"
-33.9262,151.081,2195,Major Cities,Non-Gov,Lakemba,Primary,Al Hikma College
-37.707,144.565,3338,Major Cities,Non-Gov,Melton South,Combined,Al Iman College
-33.9118,151.05,2190,Major Cities,Non-Gov,Greenacre,Primary,Al Noori Muslim School
-33.9112,151.049,2190,Major Cities,Non-Gov,Greenacre,Secondary,Al Noori Muslim School - Senior Campus
-33.9099,151.056,2190,Major Cities,Non-Gov,Greenacre,Combined,Al Sadiq College
-33.9041,151.024,2199,Major Cities,Non-Gov,Yagoona,Primary,Al Sadiq College Yagoona Campus
-37.6243,145.038,3076,Major Cities,Non-Gov,Epping,Combined,Al Siraat College
-33.9337,151.148,2205,Major Cities,Non-Gov,Arncliffe,Combined,Al Zahra College
-37.9083,144.741,3030,Major Cities,Gov,Point Cook,Combined,Alamanda K-9 College
-32.0442,115.937,6147,Major Cities,Non-Gov,Langford,Combined,Al-Ameen College
-12.3802,130.878,0810,Outer Regional,Gov,Alawa,Primary,Alawa Primary School
-37.7443,144.774,3021,Major Cities,Gov,Albanvale,Primary,Albanvale Primary School
-27.3573,152.969,4035,Major Cities,Gov,Albany Creek,Secondary,Albany Creek State High School
-27.3461,152.971,4035,Major Cities,Gov,Albany Creek,Primary,Albany Creek State School
-27.3604,152.973,4035,Major Cities,Gov,Albany Creek,Primary,Albany Hills State School
-35.0182,117.891,6330,Outer Regional,Gov,Albany,Primary,Albany Primary School
-37.9284,145.173,3170,Major Cities,Gov,Mulgrave,Primary,Albany Rise Primary School
-34.9911,117.863,6330,Outer Regional,Gov,Albany,Special,Albany Secondary Education Support Centre
-35.0198,117.892,6330,Outer Regional,Gov,Albany,Secondary,Albany Senior High School
-37.8444,144.947,3206,Major Cities,Gov,Albert Park,Secondary,Albert Park College
-37.8425,144.939,3207,Major Cities,Gov,Albert Park,Secondary,Albert Park College-Environmental Arts Hub
-27.4662,153.011,4064,Major Cities,Non-Gov,Milton,Special,Albert Park Flexible School
-37.8418,144.952,3206,Major Cities,Gov,Albert Park,Primary,Albert Park Primary School
-28.8216,153.272,2480,Inner Regional,Gov,East Lismore,Primary,Albert Park Public School
-25.5468,152.704,4650,Inner Regional,Gov,Maryborough,Primary,Albert State School
"-34.8627, -38.6178","138.513, 146.667","5014, 3971","Major Cities, Inner Regional",Gov,"Queenstown, Alberton",Primary,Alberton Primary School
-37.7627,144.824,3020,Major Cities,Gov,Sunshine North,Primary,Albion North Primary School
-34.5767,150.773,2527,Major Cities,Gov,Albion Park,Secondary,Albion Park High School
-34.5703,150.773,2527,Major Cities,Gov,Albion Park,Primary,Albion Park Public School
-34.5676,150.799,2527,Major Cities,Gov,Albion Park,Primary,Albion Park Rail Public School
-37.7779,144.82,3020,Major Cities,Gov,Albion,Primary,Albion Primary School
-42.8912,147.326,7004,Inner Regional,Gov,Battery Point,Primary,Albuera Street Primary School
-36.0728,146.915,2640,Inner Regional,Gov,Albury,Secondary,Albury High School
-36.0642,146.932,2640,Inner Regional,Gov,Albury,Primary,Albury North Public School
-36.0825,146.919,2640,Inner Regional,Gov,Albury,Primary,Albury Public School
-36.0778,146.896,2640,Inner Regional,Gov,Albury,Primary,Albury West Public School
-22.8024,134.455,0872,Very Remote,Gov,Engawala,Combined,Alcoota School
-31.0558,152.787,2440,Inner Regional,Gov,Yarravel,Primary,Aldavilla Public School
-38.1166,145.162,3200,Major Cities,Gov,Frankston North,Primary,Aldercourt Primary School
-35.0195,138.749,5154,Major Cities,Gov,Aldgate,Primary,Aldgate Primary School
-35.2693,138.462,5173,Major Cities,Gov,Aldinga,Primary,Aldinga Beach Primary School
-35.26771678,138.470119,5173,Major Cities,Gov,Aldinga,Combined,Aldinga Payinthi College
-25.5166,152.689,4650,Inner Regional,Gov,Maryborough,Secondary,Aldridge State High School
-21.0038,134.406,0872,Very Remote,Gov,Ali Curung,Combined,Alekarenge School
-32.929388,151.768042,2300,Major Cities,Non-Gov,Cooks Hill,Special,Alesco Secondary College
-32.81107694,151.4315689,2326,Major Cities,Non-Gov,Abermain,Special,Alesco Secondary College - Abermain Campus
-32.96278368,151.6928001,2290,Major Cities,Non-Gov,Charlestown,Special,Alesco Secondary College - Charlestown Campus
-32.1793,152.5,2428,Inner Regional,Non-Gov,Tuncurry,Special,Alesco Secondary College - Coast Campus
-32.93757,151.63106,2284,Major Cities,Non-Gov,Argenton,Special,Alesco Secondary College - Northlakes Campus
-32.764,151.742,2324,Major Cities,Non-Gov,Raymond Terrace,Special,Alesco Secondary College - Raymond Terrace Campus
-32.721,152.154,2315,Inner Regional,Non-Gov,Nelson Bay,Special,Alesco Secondary College - Tomaree Campus
-16.2139,145.422,4873,Remote,Gov,Diwan,Primary,Alexandra Bay State School
-27.524,153.215,4161,Major Cities,Gov,Alexandra Hills,Secondary,Alexandra Hills State High School
-27.52606469,153.2107282,4157,Major Cities,Gov,Alexandra Hills,Secondary,Alexandra Hills TAFE Senior Studies Program
-27.5183,153.221,4161,Major Cities,Gov,Alexandra Hills,Primary,Alexandra Hills State School
-37.1925,145.712,3714,Inner Regional,Gov,Alexandra,Primary,Alexandra Primary School
-37.1945,145.701,3714,Inner Regional,Gov,Alexandra,Secondary,Alexandra Secondary College
-33.9002,151.196,2015,Major Cities,Gov,Alexandria,Combined,Alexandria Park Community School
-33.8548,151.032,2144,Major Cities,Non-Gov,Auburn,Combined,Al-Faisal College
-33.92383288,151.0768608,2195,Major Cities,Non-Gov,Lakemba,Primary,Al-Faisal College - Lakemba
-34.0222,150.858,2566,Major Cities,Non-Gov,Minto,Combined,Al-Faisal College - Campbelltown
-33.9095,150.811,2179,Major Cities,Non-Gov,Austral,Combined,Al-Faisal College - Liverpool
-33.9924,151.024,2234,Major Cities,Gov,Alfords Point,Primary,Alfords Point Public School
-35.3243,149.095,2600,Major Cities,Gov,Deakin,Secondary,Alfred Deakin High School
-37.555,143.802,3350,Inner Regional,Gov,Alfredton,Primary,Alfredton Primary School
-27.6157,153.032,4115,Major Cities,Gov,Algester,Primary,Algester State School
-32.0113,115.911,6102,Major Cities,Non-Gov,Bentley,Primary,Al-Hidayah Islamic School
-37.8432,145.045,3123,Major Cities,Non-Gov,Hawthorn East,Secondary,Alia College
-37.4466,144.532,3440,Inner Regional,Non-Gov,Macedon,Combined,Alice Miller School
-37.3723,144.688,3434,Inner Regional,Non-Gov,Romsey,Combined,Alice Miller School - Candlebark Campus
-23.6781,133.866,0870,Remote,Gov,Alice Springs,Combined,Alice Springs School Of The Air
-23.7438,133.882,0873,Remote,Non-Gov,Ross,Combined,Alice Springs Steiner School
-31.8293,115.87,6064,Major Cities,Gov,Alexander Heights,Primary,Alinjarra Primary School
-31.6604,115.711,6030,Major Cities,Non-Gov,Merriwa,Combined,Alkimos Baptist College
-31.6237,115.698,6038,Major Cities,Gov,Alkimos,Primary,Alkimos Beach Primary School
-31.6285,115.696,6038,Major Cities,Gov,Alkimos,Secondary,Alkimos College
-31.627,115.703,6038,Major Cities,Gov,Alkimos,Primary,Alkimos Primary School
-38.0733,145.311,3977,Major Cities,Gov,Cranbourne North,Secondary,Alkira Secondary College
"-32.3614, -33.8609","149.531307, 151.134","2852, 2046","Outer Regional, Major Cities",Non-Gov,"Gulgong, Five Dock",Primary,All Hallows Catholic Primary School
-27.4606,153.033,4000,Major Cities,Non-Gov,Brisbane,Combined,All Hallows' School
"-28.0609, -36.34089491","153.361, 145.4151718","4226, 3631","Major Cities, Inner Regional",Non-Gov,"Merrimac, Shepparton North",Combined,All Saints Anglican School
-33.9191,150.926,2170,Major Cities,Non-Gov,Liverpool,Combined,All Saints Catholic College
-33.95386,150.90747,2170,Major Cities,Non-Gov,Casula,Secondary,"All Saints Catholic College, Casula Campus"
-35.1861,138.48,5169,Major Cities,Non-Gov,Seaford,Primary,All Saints Catholic Primary School
-32.7378,151.56,2320,Major Cities,Non-Gov,Maitland,Secondary,All Saints College
-32.7343,151.559,2320,Major Cities,Non-Gov,Maitland,Secondary,All Saints College (St Peter's)
-32.0513,115.866,6149,Major Cities,Non-Gov,Bull Creek,Combined,All Saints' College
-32.05357179,115.7473778,6160,Major Cities,Non-Gov,Fremantle,Secondary,All Saints' College - Adelaide Street Campus
-32.05630623,115.7496226,6160,Major Cities,Non-Gov,Fremantle,Secondary,All Saints' College - Parry Street Campus
-33.9295,151.095,2192,Major Cities,Non-Gov,Belmore,Secondary,All Saints Grammar
-33.9153,151.091,2192,Major Cities,Non-Gov,Belmore,Primary,All Saints Grammar Junior School
-38.3595,141.593,3305,Outer Regional,Non-Gov,Portland,Primary,All Saints Parish School
"-27.35, -35.7787","152.971, 148.013","4035, 2653","Major Cities, Outer Regional",Non-Gov,"Albany Creek, Tumbarumba",Primary,All Saints Primary School
-27.9999,152.686,4310,Inner Regional,Non-Gov,Boonah,Primary,All Saints' School
-20.0629,146.277,4820,Outer Regional,Non-Gov,Charters Towers,Combined,All Souls St Gabriels School
-33.7658,151.252,2100,Major Cities,Gov,Allambie Heights,Primary,Allambie Heights Public School
-38.3863,142.59,3277,Inner Regional,Gov,Allansford,Primary,Allansford and District Primary School
-33.3358,116.099,6225,Inner Regional,Gov,Allanson,Primary,Allanson Primary School
-30.2976,153.115,2450,Inner Regional,Non-Gov,Coffs Harbour,Special,Allegra School Coffs Harbour
-34.9021,138.555,5009,Major Cities,Gov,Allenby Gardens,Primary,Allenby Gardens Primary School
-38.003,140.71,5291,Outer Regional,Gov,Allendale East,Combined,Allendale East Area School
-28.764,114.623,6530,Outer Regional,Gov,Geraldton,Primary,Allendale Primary School
-23.3919,150.503,4700,Inner Regional,Gov,Allenstown,Primary,Allenstown State School
-21.3294,149.212,4740,Outer Regional,Gov,Alligator Creek,Primary,Alligator Creek State School
-28.0366,151.986,4362,Inner Regional,Gov,Allora,Combined,Allora P-10 State School
-24.9521,152.378,4670,Inner Regional,Gov,Alloway,Primary,Alloway State School
-31.9822,141.462,2880,Outer Regional,Gov,Broken Hill,Primary,Alma Public School
-17.1103,145.832,4871,Outer Regional,Gov,Aloomba,Primary,Aloomba State School
-33.8508,151.031,2144,Major Cities,Non-Gov,Auburn,Secondary,Alpha Omega Senior College
-33.8499,151.032,2144,Major Cities,Non-Gov,Auburn,Secondary,"Alpha Omega Senior College, Queen Street Campus"
-23.6508,146.642,4724,Very Remote,Gov,Alpha,Combined,Alpha State School
-37.7804,145.036,3078,Major Cities,Non-Gov,Alphington,Combined,Alphington Grammar School
-37.7835,145.032,3078,Major Cities,Gov,Alphington,Primary,Alphington Primary School
-20.9878,137.848,4825,Very Remote,Gov,Alpurrurulam,Combined,Alpurrurulam School
-28.8399,153.434,2477,Inner Regional,Gov,Alstonville,Secondary,Alstonville High School
-28.8385,153.438,2477,Inner Regional,Gov,Alstonville,Primary,Alstonville Public School
-27.0713,152.941,4510,Major Cities,Non-Gov,Caboolture,Secondary,Alta-1 College
-27.08539,152.95108,4510,Major Cities,Non-Gov,Caboolture,Secondary,Alta-1 College - Sub Campus
-31.751271,115.764906,6027,Major Cities,Non-Gov,Joondalup,Special,Alta-1 College - Joondalup Campus
-35.019,117.884,6330,Outer Regional,Non-Gov,Albany,Special,Alta-1 College - Albany Marine VET Campus
-34.9856,117.902,6331,Outer Regional,Non-Gov,Albany,Special,Alta-1 College - Albany Middle School
-35.0094,117.879,6330,Outer Regional,Non-Gov,Albany,Special,Alta-1 College - Albany Senior School
-31.9487,115.946,6104,Major Cities,Non-Gov,Belmont,Special,Alta-1 College - Belmont Campus
-32.3691,115.761,6172,Major Cities,Non-Gov,Port Kennedy,Special,Alta-1 College - Bessemer Road Campus
-32.10304626,116.0065919,6111,Major Cities,Non-Gov,Camillo,Special,Alta-1 College - Camillo
-34.9904,117.919,6330,Outer Regional,Non-Gov,Collingwood Heights,Special,Alta-1 College - Collingwood Heights Campus
-32.001,115.874,6152,Major Cities,Non-Gov,Como,Special,Alta-1 College - Como Campus
-32.12183516,115.8673687,6164,Major Cities,Non-Gov,Jandakot,Special,Alta-1 College - Cooper Road Campus
-31.7912,115.974,6069,Major Cities,Non-Gov,Ellenbrook,Special,Alta-1 College - Ellenbrook Campus
-31.7499,115.764,6027,Major Cities,Non-Gov,Joondalup,Special,Alta-1 College - Girls' Campus Joondalup
-32.123,115.841,6164,Major Cities,Non-Gov,Cockburn Central,Special,Alta-1 College - Hammond Road Campus
-32.0783,115.958,6110,Major Cities,Non-Gov,Huntingdale,Special,Alta-1 College - Huntingdale Campus
-31.8465,115.878,6090,Major Cities,Non-Gov,Malaga,Special,Alta-1 College - Malaga Campus
-31.84632183,115.8814062,6090,Major Cities,Non-Gov,Malaga,Special,Alta-1 College - Malaga Campus (Action Road)
-31.6685,115.717,6030,Major Cities,Non-Gov,Merriwa,Special,Alta-1 College - Merriwa Campus
-31.85305997,116.0169136,6056,Major Cities,Non-Gov,Middle Swan,Special,Alta-1 College - Middle Swan campus
-31.7788,115.746,6027,Major Cities,Non-Gov,Mullaloo,Special,Alta-1 College - Mullaloo Campus
-32.3691,115.758,6172,Major Cities,Non-Gov,Port Kennedy,Special,Alta-1 College - Stockton Road Campus
-31.75176,115.76505,6027,Major Cities,Non-Gov,Joondalup,Special,Alta-1 College - Winton Road Joondalup Campus
-15.79632825,128.6880997,6743,Very Remote,Non-Gov,Kununurra,Special,Alta-1 Kimberley College
-37.8527,144.722,3029,Major Cities,Non-Gov,Hoppers Crossing,Combined,Al-Taqwa College
-37.8098,144.695,3029,Major Cities,Non-Gov,Hoppers Crossing,Combined,Al-Taqwa College - Olive Branch Annexe
-37.8615,144.817,3018,Major Cities,Gov,Altona,Combined,Altona College
-37.8866,144.785,3028,Major Cities,Gov,Altona Meadows,Primary,Altona Green Primary School
-37.8685,144.78,3028,Major Cities,Gov,Altona Meadows,Primary,Altona Meadows Primary School
-37.8369,144.849,3025,Major Cities,Gov,Altona North,Primary,Altona North Primary School
-37.8677,144.823,3018,Major Cities,Gov,Altona,Primary,Altona Primary School
-38.2419,143.503,3249,Inner Regional,Gov,Alvie,Primary,Alvie Primary School
-13.8496,136.42,0885,Very Remote,Gov,Alyangula,Combined,Alyangula Area School
-13.85975,136.81193,0822,Very Remote,Gov,Umbakumba,Combined,Alyarrmandumanja Umbakumba School
-26.3465,152.673,4570,Inner Regional,Gov,Amamoor,Primary,Amamoor State School
-16.4275,129.618,0852,Very Remote,Gov,Timber Creek,Combined,Amanbidji School
-33.3515,116.15,6225,Inner Regional,Gov,Collie,Primary,Amaroo Primary School
-35.16459,149.12774,2914,Major Cities,Gov,Amaroo,Combined,Amaroo School
-26.1522,131.138,5710,Very Remote,Gov,Amata,Combined,Amata Anangu School
-34.1006,150.801,2560,Major Cities,Gov,Rosemeadow,Secondary,Ambarvale High School
-34.0864,150.798,2560,Major Cities,Gov,Ambarvale,Primary,Ambarvale Public School
-27.6575,152.75,4305,Major Cities,Gov,Yamanto,Primary,Amberley District State School
-23.7868,150.922,4695,Outer Regional,Gov,Ambrose,Primary,Ambrose State School
-27.5083,152.966,4068,Major Cities,Non-Gov,Indooroopilly,Combined,Ambrose Treacy College
-28.5946,151.813,4380,Outer Regional,Gov,Amiens,Primary,Amiens State School
-33.9417,150.876,2170,Major Cities,Non-Gov,Prestons,Combined,"Amity College, Prestons"
-33.8526,151.034,2144,Major Cities,Non-Gov,Auburn,Primary,Amity College Auburn Campus
-34.5734,150.864,2529,Major Cities,Non-Gov,Shellharbour,Combined,Amity College Illawarra Campus
-33.96666007,150.8083372,2179,Major Cities,Non-Gov,Leppington,Primary,Amity College Leppington Campus
-23.7679,133.939,0873,Remote,Gov,Amoonguna,Primary,Amoonguna School
-37.1841,143.399,3468,Inner Regional,Gov,Amphitheatre,Primary,Amphitheatre Primary School
-21.6537,135.225,0872,Very Remote,Gov,Ampilatwatja,Combined,Ampilatwatja School
-37.9002,145.108,3166,Major Cities,Gov,Oakleigh East,Primary,Amsleigh Park Primary School
-37.9127,144.255,3213,Inner Regional,Gov,Anakie,Primary,Anakie Primary School
-23.554,147.746,4702,Remote,Gov,The Gemfields,Primary,Anakie State School
-37.8055,145.036,3101,Major Cities,Non-Gov,Kew East,Special,Andale School
-30.45,137.167,5722,Very Remote,Gov,Andamooka,Primary,Andamooka Primary School
-21.0862,149.188,4740,Inner Regional,Gov,Andergrove,Primary,Andergrove State School
-37.7484,145.208,3113,Major Cities,Gov,Warrandyte,Primary,Andersons Creek Primary School
-41.189,146.459,7307,Outer Regional,Gov,Wesley Vale,Primary,Andrews Creek Primary School
-34.4991,139.051,5353,Inner Regional,Gov,Angaston,Primary,Angaston Primary School
-27.4556,153.032,4006,Major Cities,Non-Gov,Fortitude Valley,Combined,Angelorum College
-34.6433,138.647,5117,Major Cities,Gov,Angle Vale,Primary,Angle Vale Primary School
-38.3962,144.192,3230,Inner Regional,Gov,Anglesea,Primary,Anglesea Primary School
-27.4822,153.051,4169,Major Cities,Non-Gov,East Brisbane,Combined,Anglican Church Grammar School
-13.9825,136.459,0822,Very Remote,Gov,Angurugu,Combined,Angurugu School
-32.7764,152.09,2316,Inner Regional,Gov,Anna Bay,Primary,Anna Bay Public School
-19.31260018,146.7788147,4814,Outer Regional,Non-Gov,Annandale,Combined,Annandale Christian College
-33.8779,151.172,2038,Major Cities,Gov,Annandale,Primary,Annandale North Public School
-33.8858,151.17,2038,Major Cities,Gov,Annandale,Primary,Annandale Public School
-19.3155,146.778,4814,Outer Regional,Gov,Annandale,Primary,Annandale State School
-33.6674,150.953,2156,Major Cities,Gov,Annangrove,Primary,Annangrove Public School
-31.7454,116.009,6069,Major Cities,Gov,Ellenbrook,Primary,Anne Hamersley Primary School
-34.942,138.598,5034,Major Cities,Non-Gov,Wayville,Primary,Annesley College
-37.821,144.848,3012,Major Cities,Non-Gov,Brooklyn,Primary,Annunciation School
-33.2965,149.097,2800,Inner Regional,Gov,Orange,Special,Anson Street School
-37.7412,144.943,3044,Major Cities,Non-Gov,Pascoe Vale South,Combined,Antonine College
-37.7467,144.978,3058,Major Cities,Non-Gov,Coburg,Combined,Antonine College - Cedar Campus
-35.1163,138.525,5162,Major Cities,Non-Gov,Morphett Vale,Primary,Antonio Catholic School
-37.8162,145.206,3132,Major Cities,Gov,Mitcham,Primary,Antonio Park Primary School
-12.3916,130.894,0812,Outer Regional,Gov,Anula,Primary,Anula Primary School
-33.8266,151.211,2062,Major Cities,Gov,Cammeray,Primary,Anzac Park Public School
-31.8979,115.937,6054,Major Cities,Gov,Bassendean,Primary,Anzac Terrace Primary School
-38.7535,143.661,3233,Inner Regional,Gov,Apollo Bay,Combined,Apollo Bay P-12 College
-37.6874,145.11,3088,Major Cities,Gov,Greensborough,Primary,Apollo Parkways Primary School
-36.3416,146.301,3676,Inner Regional,Gov,Wangaratta,Primary,Appin Park Primary School
-34.1984,150.788,2560,Inner Regional,Gov,Appin,Primary,Appin Public School
-32.0106,115.839,6153,Major Cities,Gov,Applecross,Primary,Applecross Primary School
-32.0288,115.834,6153,Major Cities,Gov,Ardross,Secondary,Applecross Senior High School
-28.6127,151.955,4378,Outer Regional,Gov,Applethorpe,Primary,Applethorpe State School
-36.9737,141.082,3319,Outer Regional,Gov,Apsley,Primary,Apsley Primary School
-34.02,151.021,2234,Major Cities,Non-Gov,Menai,Secondary,Aquinas Catholic College
"-37.823, -27.9751, -32.024","145.235, 153.384, 115.865","3134, 4214, 6152",Major Cities,Non-Gov,"Ringwood, Ashmore, Salter Point","Secondary, Combined",Aquinas College
-23.7077,133.852,0870,Remote,Non-Gov,Alice Springs,Combined,Araluen Christian College
-38.1081,147.089,3850,Inner Regional,Gov,Sale,Primary,Araluen Primary School
-22.9746,145.243,4726,Very Remote,Gov,Aramac,Combined,Aramac State School
-35.256,149.08,2614,Major Cities,Gov,Aranda,Primary,Aranda Primary School
-31.9274,115.843,6007,Major Cities,Non-Gov,Leederville,Secondary,Aranmore Catholic College
-31.9276,115.839,6007,Major Cities,Non-Gov,Leederville,Primary,Aranmore Catholic Primary School
-37.2746,142.94,3377,Inner Regional,Gov,Ararat,Primary,Ararat North Primary School
-37.2859,142.937,3377,Inner Regional,Gov,Ararat,Primary,Ararat Primary School
-37.286,142.922,3377,Inner Regional,Gov,Ararat,Secondary,Ararat Secondary College
-37.2929,142.946,3377,Inner Regional,Gov,Ararat,Secondary,Ararat Secondary College-School Farm Campus
-37.2774,142.921,3377,Inner Regional,Gov,Ararat,Primary,Ararat West Primary School
-27.981,152.544,4309,Inner Regional,Gov,Aratula,Primary,Aratula State School
-35.355,149.06,2611,Major Cities,Gov,Waramanga,Primary,Arawang Primary School
-31.7704,115.962,6069,Major Cities,Gov,Ellenbrook,Primary,Arbor Grove Primary School
-28.0692,153.379,4226,Major Cities,Non-Gov,Robina,Special,Arcadia College
-33.6235,151.051,2159,Inner Regional,Gov,Arcadia,Primary,Arcadia Public School
-33.0602,151.582,2283,Major Cities,Gov,Arcadia Vale,Primary,Arcadia Vale Public School
-25.2551,148.821,4454,Remote,Gov,Arcadia Valley,Primary,Arcadia Valley State School
-37.781,144.8,3022,Major Cities,Gov,Ardeer,Primary,Ardeer Primary School
-37.7901,144.799,3020,Major Cities,Gov,Sunshine West,Primary,Ardeer South Primary School
-33.7467,151.065,2119,Major Cities,Non-Gov,Beecroft,Primary,Arden Anglican School
-33.77013,151.08427,2121,Major Cities,Non-Gov,Epping,Secondary,"Arden Anglican School, Epping campus"
-34.3541,146.901,2665,Outer Regional,Gov,Ardlethan,Combined,Ardlethan Central School
-36.3855,145.313,3629,Inner Regional,Gov,Ardmona,Primary,Ardmona Primary School
-32.0275,115.834,6153,Major Cities,Gov,Ardross,Primary,Ardross Primary School
-34.4238,137.916,5571,Outer Regional,Gov,Ardrossan,Combined,Ardrossan Area School
-34.8336,138.705,5097,Major Cities,Gov,St Agnes,Primary,Ardtornish Primary School
-27.1787,152.987,4508,Major Cities,Non-Gov,Deception Bay,Special,Arethusa College
-27.67235228,153.078555,4117,Major Cities,Non-Gov,Berrinba,Secondary,Arethusa College - Berrinba Temporary Facility
-27.62586606,152.9713397,4078,Major Cities,Non-Gov,Forest Lake,Secondary,Arethusa College - Forest Lake Temporary Facility
-26.6539425,153.0829203,4558,Major Cities,Non-Gov,Maroochydore,Secondary,Arethusa College - Maroochydore Temporary Facility
-27.4579,153.028,4004,Major Cities,Non-Gov,Spring Hill,Special,Arethusa College - Spring Hill Campus
-27.47798506,153.007248,4101,Major Cities,Non-Gov,West End,Secondary,Arethusa College - West End Temporary Facility
-27.4273,153.032,4030,Major Cities,Non-Gov,Windsor,Special,Arethusa College - Windsor Campus
-24.0737,132.27,0872,Very Remote,Gov,Areyonga,Combined,Areyonga School
-32.9385,151.63,2284,Major Cities,Gov,Argenton,Primary,Argenton Public School
-34.3469,147.218,2665,Outer Regional,Gov,Ariah Park,Combined,Ariah Park Central School
-32.76656,151.6083,2323,Major Cities,Non-Gov,Metford,Special,Arise Christian College
-33.9499,151.099,2208,Major Cities,Non-Gov,Kingsgrove,Primary,Arkana College
